Category,Film,Nominee,Winner,Year,Rating_IMDB,Release_date,Rating_rtaudience,Rating_rtcritic,Oscarstat_totalnoms,Release_Q1,Release_Q2,Release_Q3,Release_Q4,Nom_Oscar_bestdirector,Nom_DGA,Nom_BAFTA,Win_DGA,Win_BAFTA,Nom_GoldenGlobe_bestcomedy,Nom_GoldenGlobe_bestdrama,Win_GoldenGlobe_bestcomedy,Win_GoldenGlobe_bestdrama,Genre_action,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_war,Genre_filmnoir,Genre_thriller,Genre_adventure,Genre_family,Genre_sport,Genre_western,MPAA_rating,MPAA_G,MPAA_PG,MPAA_PG-13,MPAA_R,MPAA_NC-17,Nowin_Criticschoice,Win_Criticschoice,Nonom_Criticschoice,Nom_Criticschoice,Nowin_SAG_bestcast,Win_SAG_bestcast,Nonom_SAG_bestcast,Nom_SAG_bestcast,Nowin_PGA,Win_PGA,Nonom_PGA,Nom_PGA
Picture,The Turning Point,The Turning Point,0,1978,7,1977-11-18,69,58,11,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Deer Hunter,The Deer Hunter,1,1979,8.2,1979-02-23,92,94,9,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Coming Home,Coming Home,0,1979,7.3,1978-02-15,83,81,8,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Heaven Can Wait,Heaven Can Wait,0,1979,6.9,1978-06-28,68,89,12,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Midnight Express,Midnight Express,0,1979,7.7,1978-10-06,89,95,6,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,An Unmarried Woman,An Unmarried Woman,0,1979,7.2,1978-05-26,73,89,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Kramer vs. Kramer,Kramer vs. Kramer,1,1980,7.8,1979-12-19,89,88,9,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,All That Jazz,All That Jazz,0,1980,7.8,1979-12-20,86,85,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Apocalypse Now,Apocalypse Now,0,1980,8.5,1979-08-15,94,97,8,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Breaking Away,Breaking Away,0,1980,7.7,1979-07-20,88,94,5,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Norma Rae,Norma Rae,0,1980,7.4,1979-03-02,79,90,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Ordinary People,Ordinary People,1,1981,7.8,1981-02-26,88,90,6,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Coal Miner's Daughter,Coal Miner's Daughter,0,1981,7.5,1980-03-07,86,100,7,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Elephant Man,The Elephant Man,0,1981,8.2,1980-10-10,93,90,8,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Raging Bull,Raging Bull,0,1981,8.2,1980-12-19,93,97,8,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Tess,Tess,0,1981,7.3,1980-12-12,78,85,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Chariots of Fire,Chariots of Fire,1,1982,7.2,1982-04-09,80,83,7,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Atlantic City,Atlantic City,0,1982,7.4,1981-04-03,77,100,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,On Golden Pond,On Golden Pond,0,1982,7.7,1982-02-12,87,92,10,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Raiders of the Lost Ark,Raiders of the Lost Ark,0,1982,8.5,1981-06-12,96,94,9,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Reds,Reds,0,1982,7.5,1981-12-25,82,94,12,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Gandhi,Gandhi,1,1983,8.1,1983-02-25,92,88,11,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,0,1983,7.9,1982-06-11,72,98,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Missing,Missing,0,1983,7.8,1982-03-12,85,97,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Tootsie,Tootsie,0,1983,7.4,1982-12-17,81,89,9,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Verdict,The Verdict,0,1983,7.8,1982-12-17,88,96,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Terms of Endearment,Terms of Endearment,1,1984,7.4,1983-12-09,84,88,11,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Big Chill,The Big Chill,0,1984,7.2,1983-09-30,77,68,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Dresser,The Dresser,0,1984,7.7,1983-12-06,88,100,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Right Stuff,The Right Stuff,0,1984,7.9,1984-02-17,90,98,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Tender Mercies,Tender Mercies,0,1984,7.4,1983-06-10,82,85,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Amadeus,Amadeus,1,1985,8.3,1984-09-19,95,95,11,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Killing Fields,The Killing Fields,0,1985,7.9,1985-02-01,92,93,7,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Passage to India,A Passage to India,0,1985,7.4,1985-02-01,78,85,11,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Places in the Heart,Places in the Heart,0,1985,7.3,1984-10-05,82,96,7,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Soldier's Story,A Soldier's Story,0,1985,7.2,1984-11-02,82,89,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Out of Africa,Out of Africa,1,1986,7.2,1985-12-20,83,56,11,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Color Purple,The Color Purple,0,1986,7.8,1986-02-07,94,88,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Kiss of the Spider Woman,Kiss of the Spider Woman,0,1986,7.4,1985-07-26,81,88,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Prizzi's Honor,Prizzi's Honor,0,1986,6.8,1985-06-14,62,88,8,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Witness,Witness,0,1986,7.4,1985-02-08,80,92,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Platoon,Platoon,1,1987,8.1,1987-02-06,93,88,8,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Children of a Lesser God,Children of a Lesser God,0,1987,7.2,1986-10-31,78,81,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Hannah and Her Sisters,Hannah and Her Sisters,0,1987,8,1986-03-14,90,93,7,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Mission,The Mission,0,1987,7.5,1986-10-31,87,65,7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Room with a View,A Room with a View,0,1987,7.4,1986-04-11,86,100,8,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Last Emperor,The Last Emperor,1,1988,7.8,1988-04-15,88,92,9,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Broadcast News,Broadcast News,0,1988,7.2,1987-12-25,78,98,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Fatal Attraction,Fatal Attraction,0,1988,6.9,1987-09-18,72,78,6,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Hope and Glory,Hope and Glory,0,1988,7.4,1988-02-19,83,94,5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Moonstruck,Moonstruck,0,1988,7.1,1988-01-15,80,92,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Rain Man,Rain Man,1,1989,8,1988-12-16,90,90,8,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Accidental Tourist,The Accidental Tourist,0,1989,6.8,1989-01-06,60,79,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Dangerous Liaisons,Dangerous Liaisons,0,1989,7.7,1989-02-24,83,93,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Mississippi Burning,Mississippi Burning,0,1989,7.8,1989-01-27,90,89,7,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Working Girl,Working Girl,0,1989,6.7,1988-12-21,67,84,5,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Driving Miss Daisy,Driving Miss Daisy,1,1990,7.4,1990-01-26,81,82,9,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Picture,Born on the Fourth of July,Born on the Fourth of July,0,1990,7.2,1990-01-05,76,90,8,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,Dead Poets Society,Dead Poets Society,0,1990,8,1989-06-09,92,85,4,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,Field of Dreams,Field of Dreams,0,1990,7.5,1989-05-05,86,86,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,My Left Foot,My Left Foot,0,1990,7.9,1990-03-30,92,97,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,Dances with Wolves,Dances with Wolves,1,1991,8,1990-11-21,87,82,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Picture,Awakenings,Awakenings,0,1991,7.8,1991-01-11,89,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,Ghost,Ghost,0,1991,7,1990-07-13,80,74,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,The Godfather Part III,The Godfather Part III,0,1991,7.6,1990-12-25,78,67,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,Goodfellas,Goodfellas,0,1991,8.7,1990-09-21,97,97,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,The Silence of the Lambs,The Silence of the Lambs,1,1992,8.6,1991-02-14,95,95,7,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Picture,Beauty and the Beast,Beauty and the Beast,0,1992,8,1991-11-22,92,93,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,Bugsy,Bugsy,0,1992,6.8,1991-12-20,69,85,10,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Picture,JFK,JFK,0,1992,8,1991-12-20,88,84,8,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,The Prince of Tides,The Prince of Tides,0,1992,6.7,1991-12-25,70,73,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,Unforgiven,Unforgiven,1,1993,8.3,1992-08-07,93,95,9,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,The Crying Game,The Crying Game,0,1993,7.3,1993-02-19,78,97,6,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Picture,A Few Good Men,A Few Good Men,0,1993,7.6,1992-12-11,89,81,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,Howards End,Howards End,0,1993,7.5,1993-02-26,82,92,9,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,Scent of a Woman,Scent of a Woman,0,1993,8,1993-01-08,92,88,6,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,Schindler's List,Schindler's List,1,1994,8.9,1994-02-04,97,96,12,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Picture,The Fugitive,The Fugitive,0,1994,7.8,1993-08-06,89,96,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,In the Name of the Father,In the Name of the Father,0,1994,8.1,1994-02-25,95,94,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,The Piano,The Piano,0,1994,7.6,1994-02-11,86,90,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,The Remains of the Day,The Remains of the Day,0,1994,7.9,1993-11-19,89,97,8,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Picture,Forrest Gump,Forrest Gump,1,1995,8.8,1994-07-06,95,72,13,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Picture,Four Weddings and a Funeral,Four Weddings and a Funeral,0,1995,7.1,1994-04-15,74,95,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Picture,Pulp Fiction,Pulp Fiction,0,1995,8.9,1994-10-14,96,94,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Picture,Quiz Show,Quiz Show,0,1995,7.5,1994-10-07,87,96,4,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Picture,The Shawshank Redemption,The Shawshank Redemption,0,1995,9.3,1994-10-14,98,91,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Picture,Braveheart,Braveheart,1,1996,8.4,1995-05-24,85,78,10,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
Picture,Apollo 13,Apollo 13,0,1996,7.6,1995-06-30,87,95,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,PG,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
Picture,Babe,Babe,0,1996,6.8,1995-08-04,67,97,7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
Picture,Il Postino: The Postman,Il Postino: The Postman,0,1996,7.8,1996-03-22,94,93,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
Picture,Sense and Sensibility,Sense and Sensibility,0,1996,7.7,1996-01-26,90,98,7,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
Picture,The English Patient,The English Patient,1,1997,7.4,1996-12-06,83,84,12,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
Picture,Fargo,Fargo,0,1997,8.1,1996-04-05,93,94,7,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
Picture,Jerry Maguire,Jerry Maguire,0,1997,7.3,1996-12-13,79,82,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
